result_id,search_id,airline,loyalty_program,cabin,miles_required,taxes_inr,cash_ticket_price_inr,availability
R0005359,S004657,Air Canada,Aeroplan,Economy,42195,12000,79743,Available
R0005360,S004657,United Airlines,MileagePlus,Economy,30637,14806,104983,Available
R0005361,S004658,Lufthansa,Miles & More,Economy,57931,14073,172236,Available
R0005362,S004658,Etihad Airways,Etihad Guest,Economy,60576,13405,168653,Available
R0005363,S004660,Air India,Flying Returns,Business,79722,10286,241102,Available
R0005364,S004662,Singapore Airlines,KrisFlyer,Business,68143,10273,169899,Available
R0005365,S004663,Etihad Airways,Etihad Guest,Business,74440,14556,207810,Available
R0005366,S004664,Lufthansa,Miles & More,Business,93605,4407,254625,Available
R0005367,S004664,Air Canada,Aeroplan,Business,134351,10326,437669,Available
R0005368,S004665,Air India,Flying Returns,Economy,63355,3844,203239,Available
R0005369,S004669,United Airlines,MileagePlus,Economy,49589,15570,137402,Available
R0005370,S004669,Lufthansa,Miles & More,Economy,48964,8360,159157,Available
R0005371,S004669,Air Canada,Aeroplan,Economy,25010,7751,64052,Available
R0005372,S004670,Singapore Airlines,KrisFlyer,Business,120376,10625,351857,Available
R0005373,S004670,Lufthansa,Miles & More,Business,119421,4999,341075,Available
R0005374,S004671,Air India,Flying Returns,Economy,39376,16090,133169,Available
R0005375,S004672,Air India,Flying Returns,Economy,34109,11896,102150,Available
R0005376,S004672,Singapore Airlines,KrisFlyer,Economy,48000,7342,141116,Available
R0005377,S004674,Singapore Airlines,KrisFlyer,Economy,61434,15966,186017,Available
R0005378,S004675,Lufthansa,Miles & More,Economy,46952,4373,86790,Available
R0005379,S004676,Lufthansa,Miles & More,Business,85455,17492,194600,Available
R0005380,S004676,Air Canada,Aeroplan,Business,148495,15621,430040,Available
R0005381,S004677,Air Canada,Aeroplan,Business,131099,14234,425400,Available
R0005382,S004680,Air India,Flying Returns,First,213051,14486,478508,Available
R0005383,S004680,Air Canada,Aeroplan,First,134219,6343,236669,Available
R0005384,S004682,Air India,Flying Returns,Economy,49426,12036,96802,Available
R0005385,S004683,Etihad Airways,Etihad Guest,Business,127265,7008,316285,Available
R0005386,S004683,Air Canada,Aeroplan,Business,86071,6605,217701,Available
R0005387,S004684,Lufthansa,Miles & More,Business,113698,4286,237328,Available
R0005388,S004686,Lufthansa,Miles & More,Economy,62939,16800,198974,Available
R0005389,S004686,Air India,Flying Returns,Economy,60535,11975,147125,Available
R0005390,S004687,Air Canada,Aeroplan,Economy,53108,9367,167593,Available
R0005391,S004687,Qatar Airways,Privilege Club,Economy,62065,10668,181896,Available
R0005392,S004688,Etihad Airways,Etihad Guest,Business,84946,13791,273850,Available
R0005393,S004688,United Airlines,MileagePlus,Business,146481,16591,359655,Available
R0005394,S004688,Air Canada,Aeroplan,Business,85186,3567,253092,Available
R0005395,S004689,United Airlines,MileagePlus,Economy,35502,12260,73255,Available
R0005396,S004690,Lufthansa,Miles & More,Economy,41971,4406,90586,Available
R0005397,S004690,Air India,Flying Returns,Economy,43085,7394,127336,Available
R0005398,S004691,Air India,Flying Returns,Business,82391,11950,205237,Available
R0005399,S004691,Emirates,Skywards,Business,118801,7953,378469,Available
R0005400,S004694,Lufthansa,Miles & More,Economy,37125,12495,93403,Available
R0005401,S004694,United Airlines,MileagePlus,Economy,64502,7555,145592,Available
R0005402,S004695,United Airlines,MileagePlus,Business,63348,10053,114272,Available
R0005403,S004695,Emirates,Skywards,Business,116780,4077,326195,Available
R0005404,S004698,Qatar Airways,Privilege Club,Business,131933,15367,317917,Available
R0005405,S004699,Qatar Airways,Privilege Club,Business,84772,7574,191374,Available
R0005406,S004700,Etihad Airways,Etihad Guest,Business,128725,16172,427534,Available
R0005407,S004701,Etihad Airways,Etihad Guest,Business,127768,6505,228402,Available
R0005408,S004701,Emirates,Skywards,Business,90770,6279,206713,Available
R0005409,S004702,United Airlines,MileagePlus,Economy,42760,3882,127483,Available
R0005410,S004702,Air India,Flying Returns,Economy,45287,16287,149202,Available
R0005411,S004704,Air Canada,Aeroplan,Business,130851,11037,306594,Available
R0005412,S004704,Emirates,Skywards,Business,147331,15089,437050,Available
R0005413,S004704,Qatar Airways,Privilege Club,Business,70764,10179,191260,Available
R0005414,S004706,United Airlines,MileagePlus,Business,144759,10545,433211,Available
R0005415,S004708,Etihad Airways,Etihad Guest,Economy,57864,16969,147904,Available
R0005416,S004708,Air Canada,Aeroplan,Economy,30666,9979,62648,Available
R0005417,S004709,Qatar Airways,Privilege Club,Economy,50416,8134,97529,Available
R0005418,S004710,United Airlines,MileagePlus,Economy,31863,11460,73392,Available
R0005419,S004712,Lufthansa,Miles & More,Business,97584,4077,267096,Available
R0005420,S004712,Emirates,Skywards,Business,112364,7638,264094,Available
R0005421,S004714,Emirates,Skywards,Economy,33817,15276,98763,Available
R0005422,S004717,Etihad Airways,Etihad Guest,Business,91614,4604,166881,Available
R0005423,S004717,Singapore Airlines,KrisFlyer,Business,99207,4257,173989,Available
R0005424,S004719,Qatar Airways,Privilege Club,Business,103425,5920,233803,Available
R0005425,S004720,United Airlines,MileagePlus,Economy,55369,11517,142881,Available
R0005426,S004720,Qatar Airways,Privilege Club,Economy,44042,4168,141683,Available
R0005427,S004721,Air Canada,Aeroplan,Economy,31293,15232,100917,Available
R0005428,S004721,Qatar Airways,Privilege Club,Economy,37952,15213,102682,Available
R0005429,S004725,Singapore Airlines,KrisFlyer,Economy,62928,14882,199026,Available
R0005430,S004725,Emirates,Skywards,Economy,40141,6804,102108,Available
R0005431,S004727,Air India,Flying Returns,Economy,33101,11581,77660,Available
R0005432,S004728,Air India,Flying Returns,Economy,61545,8240,196004,Available
R0005433,S004728,Air Canada,Aeroplan,Economy,37386,12592,125249,Available
R0005434,S004729,Singapore Airlines,KrisFlyer,Economy,35951,9486,112115,Available
R0005435,S004729,Qatar Airways,Privilege Club,Economy,57061,8362,155839,Available
R0005436,S004730,Qatar Airways,Privilege Club,Economy,61735,8518,200817,Available
R0005437,S004730,Air Canada,Aeroplan,Economy,36725,12365,113892,Available
R0005438,S004730,Emirates,Skywards,Economy,60266,9182,163085,Available
R0005439,S004731,United Airlines,MileagePlus,Economy,31268,13641,64913,Available
R0005440,S004732,Singapore Airlines,KrisFlyer,Economy,56167,7842,153071,Available
R0005441,S004733,Qatar Airways,Privilege Club,Business,125095,11642,407656,Available
R0005442,S004733,Emirates,Skywards,Business,90163,6797,165859,Available
R0005443,S004733,Etihad Airways,Etihad Guest,Business,114644,16815,265605,Available
R0005444,S004734,Lufthansa,Miles & More,Business,103449,3906,254971,Available
R0005445,S004734,Air Canada,Aeroplan,Business,128891,13885,317916,Available
R0005446,S004737,Qatar Airways,Privilege Club,Economy,27454,5129,63619,Available
R0005447,S004737,Air Canada,Aeroplan,Economy,49060,14452,103864,Available
R0005448,S004739,Lufthansa,Miles & More,Economy,54407,14577,142581,Available
R0005449,S004739,Qatar Airways,Privilege Club,Economy,33337,7158,83971,Available
R0005450,S004741,Air India,Flying Returns,Economy,45872,13980,126648,Available
R0005451,S004742,Lufthansa,Miles & More,Business,134497,10208,289360,Available
R0005452,S004744,Etihad Airways,Etihad Guest,Economy,29120,16469,86620,Available
R0005453,S004744,Qatar Airways,Privilege Club,Economy,27833,5170,90920,Available
R0005454,S004745,Lufthansa,Miles & More,Business,139379,16459,390143,Available
R0005455,S004745,Air India,Flying Returns,Business,79940,15383,243475,Available
R0005456,S004746,Etihad Airways,Etihad Guest,Economy,34703,12424,117096,Available
R0005457,S004747,United Airlines,MileagePlus,Business,135202,4004,369209,Available
R0005458,S004748,Etihad Airways,Etihad Guest,Business,89676,14029,211684,Available
R0005459,S004748,Lufthansa,Miles & More,Business,73444,11254,206648,Available
R0005460,S004749,Qatar Airways,Privilege Club,Business,144435,13212,360359,Available
R0005461,S004750,Lufthansa,Miles & More,Economy,57884,13183,121490,Available
R0005462,S004752,Singapore Airlines,KrisFlyer,Economy,55754,4753,157791,Available
R0005463,S004752,United Airlines,MileagePlus,Economy,53877,4686,99418,Available
R0005464,S004753,Air India,Flying Returns,Economy,52932,9038,112990,Available
R0005465,S004753,Air Canada,Aeroplan,Economy,36891,5740,70439,Available
R0005466,S004754,Qatar Airways,Privilege Club,Business,81017,9249,234232,Available
R0005467,S004755,Lufthansa,Miles & More,Business,73175,4714,149666,Available
R0005468,S004756,Qatar Airways,Privilege Club,Business,97536,7555,306473,Available
R0005469,S004758,Lufthansa,Miles & More,Business,66725,16528,182015,Available
R0005470,S004760,Lufthansa,Miles & More,Economy,31858,9361,61252,Available
R0005471,S004760,Emirates,Skywards,Economy,61296,10099,174343,Available
R0005472,S004760,United Airlines,MileagePlus,Economy,37927,4752,123459,Available
R0005473,S004761,Etihad Airways,Etihad Guest,Business,86501,10441,269922,Available
R0005474,S004761,Air India,Flying Returns,Business,139734,4836,252524,Available
R0005475,S004762,United Airlines,MileagePlus,Economy,46097,12174,96752,Available
R0005476,S004762,Etihad Airways,Etihad Guest,Economy,48503,11235,158570,Available
R0005477,S004763,United Airlines,MileagePlus,Economy,46948,8409,144786,Available
R0005478,S004763,Air Canada,Aeroplan,Economy,60855,17149,178110,Available
R0005479,S004765,United Airlines,MileagePlus,Business,78081,3909,171429,Available
R0005480,S004766,Emirates,Skywards,Business,111477,6704,289300,Available
R0005481,S004767,Etihad Airways,Etihad Guest,Economy,57794,15442,113349,Available
R0005482,S004768,Emirates,Skywards,Business,86417,13365,231550,Available
R0005483,S004770,Etihad Airways,Etihad Guest,First,121144,16284,403418,Available
R0005484,S004770,Air Canada,Aeroplan,First,133401,11886,374482,Available
R0005485,S004771,Emirates,Skywards,Business,103471,12607,321718,Available
R0005486,S004771,Singapore Airlines,KrisFlyer,Business,148178,7221,343059,Available
R0005487,S004772,Air India,Flying Returns,Business,86301,12445,268021,Available
R0005488,S004772,Etihad Airways,Etihad Guest,Business,147701,17148,318394,Available
R0005489,S004773,Singapore Airlines,KrisFlyer,Business,138244,12974,344619,Available
R0005490,S004773,Etihad Airways,Etihad Guest,Business,82309,11029,149549,Available
R0005491,S004774,Qatar Airways,Privilege Club,Economy,28173,6568,74153,Available
R0005492,S004774,Etihad Airways,Etihad Guest,Economy,48616,14978,153603,Available
R0005493,S004775,Singapore Airlines,KrisFlyer,Economy,59200,10869,115371,Available
R0005494,S004776,Lufthansa,Miles & More,Economy,51213,14539,149356,Available
R0005495,S004776,Singapore Airlines,KrisFlyer,Economy,37518,17972,105313,Available
R0005496,S004776,Etihad Airways,Etihad Guest,Economy,53511,6326,104591,Available
R0005497,S004777,Air Canada,Aeroplan,Economy,46953,7766,103939,Available
R0005498,S004777,Lufthansa,Miles & More,Economy,38217,7236,74603,Available
R0005499,S004780,Lufthansa,Miles & More,Economy,44413,8667,95373,Available
R0005500,S004780,Emirates,Skywards,Economy,52366,15264,148742,Available
R0005501,S004782,Etihad Airways,Etihad Guest,Economy,30801,6411,68074,Available
R0005502,S004783,Air India,Flying Returns,Business,132579,12338,370459,Available
R0005503,S004783,Emirates,Skywards,Business,126754,11779,321287,Available
R0005504,S004783,Singapore Airlines,KrisFlyer,Business,109512,3615,197020,Available
R0005505,S004784,Lufthansa,Miles & More,Business,80191,7270,222542,Available
R0005506,S004784,Air Canada,Aeroplan,Business,137736,17819,339139,Available
R0005507,S004784,Singapore Airlines,KrisFlyer,Business,128284,14000,231033,Available
R0005508,S004786,Singapore Airlines,KrisFlyer,Economy,35962,7052,76823,Available
R0005509,S004787,Air India,Flying Returns,Economy,27748,17335,68093,Available
R0005510,S004787,Etihad Airways,Etihad Guest,Economy,44163,16201,148537,Available
R0005511,S004788,Emirates,Skywards,Economy,63296,16938,163932,Available
R0005512,S004788,Etihad Airways,Etihad Guest,Economy,51496,14173,139006,Available
R0005513,S004788,Air Canada,Aeroplan,Economy,45208,4639,121505,Available
R0005514,S004789,Etihad Airways,Etihad Guest,Economy,63021,6024,121387,Available
R0005515,S004790,United Airlines,MileagePlus,Business,82427,4564,235573,Available
R0005516,S004792,Qatar Airways,Privilege Club,Business,140446,15304,432841,Available
R0005517,S004794,Air Canada,Aeroplan,Economy,43950,6479,134148,Available
R0005518,S004795,Qatar Airways,Privilege Club,Economy,39750,8148,134120,Available
R0005519,S004796,Etihad Airways,Etihad Guest,Economy,58838,16705,150120,Available
R0005520,S004796,Air India,Flying Returns,Economy,30070,14542,63809,Available
R0005521,S004798,Qatar Airways,Privilege Club,Business,146802,7247,343326,Available
R0005522,S004798,Air India,Flying Returns,Business,97606,16167,304574,Available
R0005523,S004798,Emirates,Skywards,Business,67719,11837,146818,Available
R0005524,S004799,Qatar Airways,Privilege Club,First,212166,10449,565731,Available
R0005525,S004799,Air Canada,Aeroplan,First,182688,16401,321934,Available
R0005526,S004800,United Airlines,MileagePlus,Business,104809,13601,330180,Available
R0005527,S004800,Emirates,Skywards,Business,85250,10584,279858,Available
R0005528,S004801,Qatar Airways,Privilege Club,Business,117581,15099,286275,Available
R0005529,S004803,Air Canada,Aeroplan,Economy,60931,7563,122822,Available
R0005530,S004804,Emirates,Skywards,Economy,53613,10782,113065,Available
R0005531,S004805,Emirates,Skywards,Economy,29787,14754,106310,Available
R0005532,S004805,Air Canada,Aeroplan,Economy,64396,3707,197381,Available
R0005533,S004807,Etihad Airways,Etihad Guest,Business,145286,13312,378970,Available
R0005534,S004807,United Airlines,MileagePlus,Business,141566,6205,357302,Available
R0005535,S004808,United Airlines,MileagePlus,Economy,58355,10947,191835,Available
R0005536,S004809,Lufthansa,Miles & More,Business,129157,4414,387160,Available
R0005537,S004809,Singapore Airlines,KrisFlyer,Business,102643,14214,277475,Available
R0005538,S004810,Air Canada,Aeroplan,First,177579,12170,315029,Available
R0005539,S004811,Air India,Flying Returns,Economy,29264,4573,88476,Available
R0005540,S004812,United Airlines,MileagePlus,Business,60930,13206,166482,Available
R0005541,S004812,Qatar Airways,Privilege Club,Business,102849,5729,299132,Available
R0005542,S004812,Singapore Airlines,KrisFlyer,Business,68162,6912,136283,Available
R0005543,S004813,Singapore Airlines,KrisFlyer,Economy,25877,10336,79987,Available
R0005544,S004813,Etihad Airways,Etihad Guest,Economy,47631,5363,130982,Available
R0005545,S004814,Emirates,Skywards,Economy,41644,15525,111610,Available
R0005546,S004815,Emirates,Skywards,Business,100790,11520,317702,Available
R0005547,S004815,Singapore Airlines,KrisFlyer,Business,108507,13357,223893,Available
R0005548,S004815,Air India,Flying Returns,Business,82896,9214,238029,Available
R0005549,S004817,United Airlines,MileagePlus,Business,95904,7220,209221,Available
R0005550,S004817,Qatar Airways,Privilege Club,Business,86674,4741,210670,Available
R0005551,S004817,Air India,Flying Returns,Business,68005,11881,179766,Available
R0005552,S004818,United Airlines,MileagePlus,Business,136725,7509,310300,Available
R0005553,S004818,Singapore Airlines,KrisFlyer,Business,81227,3705,255972,Available
R0005554,S004819,Lufthansa,Miles & More,Business,84073,13728,200381,Available
R0005555,S004820,Etihad Airways,Etihad Guest,First,184339,14532,551774,Available
R0005556,S004820,Air India,Flying Returns,First,175637,5196,309964,Available
R0005557,S004820,Emirates,Skywards,First,207070,6092,361480,Available
R0005558,S004821,Air India,Flying Returns,Economy,29448,16742,71974,Available
R0005559,S004821,Emirates,Skywards,Economy,44420,8251,109721,Available
R0005560,S004822,Emirates,Skywards,Economy,49402,8789,154892,Available
R0005561,S004822,Lufthansa,Miles & More,Economy,38939,8755,122260,Available
R0005562,S004823,United Airlines,MileagePlus,Economy,50373,14501,133337,Available
R0005563,S004825,Etihad Airways,Etihad Guest,Economy,40719,6503,97006,Available
R0005564,S004825,Singapore Airlines,KrisFlyer,Economy,39445,15759,79752,Available
R0005565,S004826,Singapore Airlines,KrisFlyer,Business,98270,11710,268192,Available
R0005566,S004826,Lufthansa,Miles & More,Business,80868,7171,147338,Available
R0005567,S004827,Lufthansa,Miles & More,Economy,47503,6939,85429,Available
R0005568,S004829,Etihad Airways,Etihad Guest,Business,149893,7800,394752,Available
R0005569,S004829,Lufthansa,Miles & More,Business,114155,10265,211687,Available
R0005570,S004830,Etihad Airways,Etihad Guest,Economy,27562,4152,59945,Available
R0005571,S004830,Lufthansa,Miles & More,Economy,48690,5979,109965,Available
R0005572,S004831,Lufthansa,Miles & More,Economy,53711,4004,171957,Available
R0005573,S004833,Qatar Airways,Privilege Club,Economy,32196,10174,96868,Available
R0005574,S004835,Qatar Airways,Privilege Club,Economy,61160,6858,171435,Available
R0005575,S004836,Air India,Flying Returns,Business,80615,5782,246587,Available
R0005576,S004836,Etihad Airways,Etihad Guest,Business,103468,9827,329127,Available
R0005577,S004838,Qatar Airways,Privilege Club,Business,72946,10086,179185,Available
R0005578,S004839,Etihad Airways,Etihad Guest,Business,67436,6695,216108,Available
R0005579,S004839,Qatar Airways,Privilege Club,Business,97517,15476,171783,Available
R0005580,S004839,Lufthansa,Miles & More,Business,105138,6165,266016,Available
R0005581,S004840,Qatar Airways,Privilege Club,Economy,34195,8667,94965,Available
R0005582,S004840,Etihad Airways,Etihad Guest,Economy,57408,11387,187809,Available
R0005583,S004841,Air Canada,Aeroplan,Economy,31137,15461,85309,Available
R0005584,S004841,Lufthansa,Miles & More,Economy,42666,13668,89734,Available
R0005585,S004843,Qatar Airways,Privilege Club,First,212958,16315,605225,Available
R0005586,S004843,Lufthansa,Miles & More,First,149106,10657,346829,Available
R0005587,S004843,Air India,Flying Returns,First,210585,17625,635432,Available
R0005588,S004845,Air India,Flying Returns,Economy,51714,14909,119028,Available
R0005589,S004846,Air Canada,Aeroplan,Economy,53462,14672,128420,Available
R0005590,S004846,Etihad Airways,Etihad Guest,Economy,58800,16814,166550,Available
R0005591,S004846,Emirates,Skywards,Economy,52653,3884,120081,Available
R0005592,S004850,Air Canada,Aeroplan,Business,96447,14719,321644,Available
R0005593,S004850,Etihad Airways,Etihad Guest,Business,96869,4052,232675,Available
R0005594,S004851,Lufthansa,Miles & More,Economy,52261,8686,133944,Available
R0005595,S004852,Qatar Airways,Privilege Club,Economy,25310,8272,73782,Available
R0005596,S004853,Singapore Airlines,KrisFlyer,Economy,61512,15672,151286,Available
R0005597,S004854,Lufthansa,Miles & More,Business,114500,8807,233127,Available
R0005598,S004855,Air Canada,Aeroplan,Economy,39615,13279,137204,Available
R0005599,S004857,Emirates,Skywards,Economy,38574,13516,115184,Available
R0005600,S004857,United Airlines,MileagePlus,Economy,47839,16016,128980,Available
R0005601,S004859,Qatar Airways,Privilege Club,Economy,38390,10484,94476,Available
R0005602,S004859,Emirates,Skywards,Economy,57186,15917,127825,Available
R0005603,S004862,Singapore Airlines,KrisFlyer,Business,80858,9372,163311,Available
R0005604,S004862,Etihad Airways,Etihad Guest,Business,139833,14866,350372,Available
R0005605,S004863,Lufthansa,Miles & More,Business,77783,9798,254816,Available
R0005606,S004865,Etihad Airways,Etihad Guest,Economy,36926,15079,124061,Available
R0005607,S004868,Qatar Airways,Privilege Club,Economy,49315,8485,129174,Available
R0005608,S004869,Air Canada,Aeroplan,Business,69005,9468,189258,Available
R0005609,S004871,Etihad Airways,Etihad Guest,Economy,58830,14322,174535,Available
R0005610,S004871,Air Canada,Aeroplan,Economy,44244,6323,115661,Available
R0005611,S004871,Air India,Flying Returns,Economy,28201,9545,55997,Available
R0005612,S004872,Qatar Airways,Privilege Club,Economy,44975,6604,147746,Available
R0005613,S004873,Singapore Airlines,KrisFlyer,Economy,36361,16000,96094,Available
R0005614,S004873,United Airlines,MileagePlus,Economy,60319,14995,206423,Available
R0005615,S004874,United Airlines,MileagePlus,Economy,50216,15898,125674,Available
R0005616,S004875,United Airlines,MileagePlus,Economy,37697,6342,116234,Available
R0005617,S004876,Singapore Airlines,KrisFlyer,Economy,26159,12064,54329,Available
R0005618,S004876,Emirates,Skywards,Economy,39561,5239,106569,Available
R0005619,S004878,Singapore Airlines,KrisFlyer,Economy,57241,3887,166853,Available
R0005620,S004879,Singapore Airlines,KrisFlyer,Business,85773,13027,281188,Available
R0005621,S004880,Air Canada,Aeroplan,Economy,35318,8804,70741,Available
R0005622,S004880,United Airlines,MileagePlus,Economy,43076,7043,114889,Available
R0005623,S004880,Lufthansa,Miles & More,Economy,27376,17832,85011,Available
R0005624,S004882,United Airlines,MileagePlus,Economy,26661,9492,72679,Available
R0005625,S004882,Singapore Airlines,KrisFlyer,Economy,27202,5153,51616,Available
R0005626,S004885,Etihad Airways,Etihad Guest,Economy,41323,10828,120811,Available
R0005627,S004885,Emirates,Skywards,Economy,47975,12180,92924,Available
R0005628,S004887,Etihad Airways,Etihad Guest,First,123439,4436,335458,Available
R0005629,S004887,United Airlines,MileagePlus,First,193952,7922,572693,Available
R0005630,S004888,Emirates,Skywards,Business,86736,14364,169192,Available
R0005631,S004890,United Airlines,MileagePlus,Economy,42493,6479,129094,Available
R0005632,S004892,Lufthansa,Miles & More,Economy,34201,9432,82670,Available
R0005633,S004894,Lufthansa,Miles & More,Economy,49835,4588,98644,Available
R0005634,S004894,United Airlines,MileagePlus,Economy,37928,16293,80670,Available
R0005635,S004894,Air India,Flying Returns,Economy,32743,6301,90824,Available
R0005636,S004895,Qatar Airways,Privilege Club,Business,89622,15899,188205,Available
R0005637,S004895,Air Canada,Aeroplan,Business,98691,12583,233443,Available
R0005638,S004896,Etihad Airways,Etihad Guest,Economy,53252,14331,173385,Available
R0005639,S004896,Air India,Flying Returns,Economy,45594,7255,93066,Available
R0005640,S004897,Emirates,Skywards,Business,129221,12334,251542,Available
R0005641,S004897,Air Canada,Aeroplan,Business,116004,7488,347953,Available
R0005642,S004898,Lufthansa,Miles & More,Economy,32790,15601,78675,Available
R0005643,S004898,United Airlines,MileagePlus,Economy,26382,13276,62259,Available
R0005644,S004899,Air India,Flying Returns,Economy,33428,17397,123528,Available
R0005645,S004899,Lufthansa,Miles & More,Economy,64658,7000,111924,Available
R0005646,S004900,Lufthansa,Miles & More,Business,82021,11596,171784,Available
R0005647,S004900,United Airlines,MileagePlus,Business,78204,7698,241408,Available
R0005648,S004901,Lufthansa,Miles & More,Economy,33221,7306,64145,Available
R0005649,S004902,Emirates,Skywards,Business,60771,10858,160300,Available
R0005650,S004905,Air India,Flying Returns,Business,101361,5750,191195,Available
R0005651,S004906,Qatar Airways,Privilege Club,Economy,54095,15144,139341,Available
R0005652,S004907,United Airlines,MileagePlus,Economy,61287,10372,181279,Available
R0005653,S004910,Air Canada,Aeroplan,Economy,59059,15219,195570,Available
R0005654,S004913,Air India,Flying Returns,Economy,62486,12957,138152,Available
R0005655,S004913,Air Canada,Aeroplan,Economy,56873,16858,177555,Available
R0005656,S004913,United Airlines,MileagePlus,Economy,64946,7425,160514,Available
R0005657,S004915,Lufthansa,Miles & More,Business,61220,6147,173122,Available
R0005658,S004915,Emirates,Skywards,Business,128379,6733,286252,Available
R0005659,S004916,Emirates,Skywards,First,201901,9819,550219,Available
R0005660,S004917,Etihad Airways,Etihad Guest,Economy,46692,17405,98216,Available
R0005661,S004917,Lufthansa,Miles & More,Economy,45432,14939,150431,Available
R0005662,S004917,Qatar Airways,Privilege Club,Economy,49098,14346,146394,Available
R0005663,S004918,Singapore Airlines,KrisFlyer,Business,105096,12968,244967,Available
R0005664,S004919,United Airlines,MileagePlus,Economy,31004,6117,82106,Available
R0005665,S004919,Etihad Airways,Etihad Guest,Economy,32281,10858,83726,Available
R0005666,S004920,Emirates,Skywards,Business,78403,11657,148161,Available
R0005667,S004921,United Airlines,MileagePlus,Business,121830,16657,309835,Available
R0005668,S004921,Air Canada,Aeroplan,Business,77622,7259,158465,Available
R0005669,S004922,Emirates,Skywards,Economy,63062,11427,163787,Available
R0005670,S004922,Air Canada,Aeroplan,Economy,62704,7109,124505,Available
R0005671,S004923,Air Canada,Aeroplan,Economy,40428,15525,109756,Available
R0005672,S004923,Etihad Airways,Etihad Guest,Economy,40916,17896,105380,Available
R0005673,S004923,United Airlines,MileagePlus,Economy,63579,10010,159600,Available
R0005674,S004926,Etihad Airways,Etihad Guest,Economy,62331,11523,187081,Available
R0005675,S004926,Lufthansa,Miles & More,Economy,51948,6203,152696,Available
R0005676,S004927,Etihad Airways,Etihad Guest,Economy,59548,12948,194691,Available
R0005677,S004928,Qatar Airways,Privilege Club,Business,92666,5476,280172,Available
R0005678,S004928,Singapore Airlines,KrisFlyer,Business,118437,6471,300718,Available
R0005679,S004929,Singapore Airlines,KrisFlyer,Economy,28259,5876,54341,Available
R0005680,S004930,Air India,Flying Returns,Economy,45268,9797,148656,Available
R0005681,S004931,Etihad Airways,Etihad Guest,Business,138372,15905,306299,Available
R0005682,S004933,Air India,Flying Returns,Economy,38676,10282,92764,Available
R0005683,S004933,Emirates,Skywards,Economy,33406,17410,83518,Available
R0005684,S004933,Lufthansa,Miles & More,Economy,28632,15164,87712,Available
R0005685,S004934,Lufthansa,Miles & More,Economy,34824,10689,103824,Available
R0005686,S004934,Etihad Airways,Etihad Guest,Economy,26573,5100,52106,Available
R0005687,S004936,Lufthansa,Miles & More,Economy,55304,8002,102728,Available
R0005688,S004936,Singapore Airlines,KrisFlyer,Economy,47671,3920,141183,Available
R0005689,S004936,Air India,Flying Returns,Economy,58418,8375,155244,Available
R0005690,S004937,Singapore Airlines,KrisFlyer,Business,69363,9962,179087,Available
R0005691,S004937,United Airlines,MileagePlus,Business,93675,4043,201450,Available
R0005692,S004937,Lufthansa,Miles & More,Business,89662,13708,251785,Available
R0005693,S004938,Air India,Flying Returns,Business,128101,4057,378324,Available
R0005694,S004938,Air Canada,Aeroplan,Business,145074,17808,281552,Available
R0005695,S004938,Etihad Airways,Etihad Guest,Business,86175,12299,163004,Available
R0005696,S004941,Emirates,Skywards,Economy,45290,11931,100947,Available
R0005697,S004941,Singapore Airlines,KrisFlyer,Economy,57937,5308,100639,Available
R0005698,S004943,Air Canada,Aeroplan,Economy,55483,15450,154590,Available
R0005699,S004943,Lufthansa,Miles & More,Economy,35432,10463,83773,Available
R0005700,S004944,Singapore Airlines,KrisFlyer,Business,71510,17793,149526,Available
R0005701,S004945,Emirates,Skywards,Economy,45255,5075,90165,Available
R0005702,S004945,Air Canada,Aeroplan,Economy,52916,5670,128816,Available
R0005703,S004946,Air Canada,Aeroplan,Economy,30162,12915,80017,Available
R0005704,S004946,United Airlines,MileagePlus,Economy,40593,16149,92910,Available
R0005705,S004947,Lufthansa,Miles & More,First,217621,17308,596673,Available
R0005706,S004947,United Airlines,MileagePlus,First,201936,10254,624479,Available
R0005707,S004949,Emirates,Skywards,Business,116023,13152,297449,Available
R0005708,S004949,United Airlines,MileagePlus,Business,122598,16778,249750,Available
R0005709,S004950,Singapore Airlines,KrisFlyer,Economy,59093,10258,110226,Available
R0005710,S004951,Qatar Airways,Privilege Club,Economy,26537,9685,83951,Available
R0005711,S004951,United Airlines,MileagePlus,Economy,53237,3712,127180,Available
R0005712,S004951,Air India,Flying Returns,Economy,43468,17615,137856,Available
R0005713,S004954,Air India,Flying Returns,Business,100222,17235,237110,Available
R0005714,S004954,Lufthansa,Miles & More,Business,138533,4896,348911,Available
R0005715,S004954,Qatar Airways,Privilege Club,Business,132629,9868,416317,Available
R0005716,S004955,Singapore Airlines,KrisFlyer,Economy,57219,16611,154099,Available
R0005717,S004956,Air India,Flying Returns,Economy,26742,9157,73825,Available
R0005718,S004956,Emirates,Skywards,Economy,47158,13421,128891,Available
R0005719,S004956,Etihad Airways,Etihad Guest,Economy,55970,17590,196456,Available
R0005720,S004958,Singapore Airlines,KrisFlyer,Economy,59247,16626,166112,Available
R0005721,S004958,Air Canada,Aeroplan,Economy,33797,8796,77744,Available
R0005722,S004959,Singapore Airlines,KrisFlyer,Economy,62431,17207,169316,Available
R0005723,S004960,Air India,Flying Returns,Business,105325,6479,325338,Available
R0005724,S004961,Lufthansa,Miles & More,Economy,52926,10318,162331,Available
